 Candidate State, Age Range, Sex, Study area, Study Title, Years Experience, Sector, event_type__val,Expected Ral, Residence State, Residence Italian Region, European Residence
In selection,late 20s,Female,Communication Sciences,Five-year degree,between 0 and 1,Automotive,Contact note,28-30 K,ITALY,Piedmont,Yes
In selection,less than 20 years,Male,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,none,Others,BM interview,Not available,ITALY,Veneto,Yes
In selection,less than 20 years,Male,Other,master's degree,between 0 and 1,Others,HR interview,34-36 K,ITALY,Piedmont,Yes
In selection,late 20s,Male,Automation/Mechatronics Engineering,Five-year degree,between 0 and 1,Oil and Gas,BM interview,Not available,ITALY,Emilia Romagna,Yes
First contact,late 30s,Male,Mechanical engineering,Five-year degree,between 7 and 10,Telecom,Contact note,Not available,ITALY,Lombardy,Yes
First contact,less than 20 years,Male,electronic Engineering,Five-year degree,between 5 and 7,Life sciences,Contact note,+ 50 K,ITALY,Emilia Romagna,Yes
In selection,less than 20 years,Male,Management Engineering,Five-year degree,none,Automotive,HR interview,30-32 K,ITALY,Piedmont,Yes
QM,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 1 and 3,Automotive,BM interview,Not available,ITALY,Lombardy,Yes
In selection,late 20s,Male,Mechanical engineering,Five-year degree,between 3 and 5,Oil and Gas,BM interview,Not available,ITALY,Lombardy,Yes
In selection,late 30s,Male,industrial engineering,High school graduation,more than 10,Oil and Gas,HR interview,Not available,ITALY,Puglia,Yes
In selection,late 20s,Male,chemical engineering,Five-year degree,none,Others,BM interview,22-24 K,ITALY,Emilia Romagna,Yes
Economic proposal,late 20s,Male,Energy and Nuclear Engineering,Five-year degree,between 5 and 7,Oil and Gas,Economic proposal,36-38 K,ITALY,Lombardy,Yes
First contact,early 20s,Female,chemical engineering,Five-year degree,none,Others,Contact note,Not available,ITALY,Lombardy,Yes
In selection,less than 20 years,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Aeronautics,BM interview,Not Given,ITALY,Piedmont,Yes
In selection,late 20s,Male,Automotive Engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Sardinia,Yes
First contact,less than 20 years,Male,Management Engineering,Three-year degree,between 3 and 5,Automotive,Contact note,44-46 K,ITALY,Piedmont,Yes
In selection,late 20s,Male,Management Engineering,Five-year degree,between 0 and 1,Oil and Gas,BM interview,24-26 K,ITALY,Sicily,Yes
In selection,early 30s,Male,Management Engineering,Five-year degree,between 0 and 1,Automotive,Contact note,30-32 K,ITALY,Piedmont,Yes
In selection,early 20s,Male,Other scientific subjects,High school graduation,between 3 and 5,Others,BM interview,Not available,ITALY,Emilia Romagna,Yes
First contact,late 30s,Male,computer engineering,Three-year degree,more than 10,Services and Information Systems,Contact note,Not available,ITALY,Lombardy,Yes
First contact,less than 20 years,Male,Automation/Mechatronics Engineering,Five-year degree,between 0 and 1,Others,Technical interview,34-36 K,ITALY,Lombardy,Yes
QM,late 20s,Male,Automation/Mechatronics Engineering,Three-year degree,none,Others,Technical interview,Not Given,ITALY,Lazio,Yes
In selection,less than 20 years,Male,computer engineering,Five-year degree,between 0 and 1,Others,HR interview,Not available,ITALY,Emilia Romagna,Yes
First contact,less than 20 years,Male,Economic - Statistics,master's degree,none,Others,Not Specified,Not available,ITALY,Emilia Romagna,Yes
First contact,less than 20 years,Male,Automation/Mechatronics Engineering,Five-year degree,between 0 and 1,Aeronautics,Candidate notification,32-34 K,ITALY,Piedmont,Yes
Hired,less than 20 years,Female,Biomedical Engineering,Five-year degree,none,Life sciences,Economic proposal,Not available,ITALY,Piedmont,Yes
Hired,early 30s,Male,Informatics,Five-year degree,between 5 and 7,Services and Information Systems,BM interview,Not available,ITALY,Lombardy,Yes
Hired,late 20s,Male,Accounting,High school graduation,between 0 and 1,Others,BM interview,20-22 K,ITALY,Sicily,Yes
In selection,less than 20 years,Male,computer engineering,Five-year degree,between 3 and 5,Others,BM interview,Not available,ITALY,Veneto,Yes
In selection,late 30s,Male,Surveyor,High school graduation,more than 10,Others,Not Specified,Not available,ITALY,Liguria,Yes
First contact,late 20s,Male,Economic - Statistics,Five-year degree,between 1 and 3,Consulting,Contact note,Not available,ITALY,Lombardy,Yes
In selection,early 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Aeronautics,BM interview,Not Given,ITALY,Veneto,Yes
In selection,less than 20 years,Male,Informatics,Five-year degree,between 1 and 3,Services and Information Systems,BM interview,Not available,ITALY,Abruzzo,Yes
In selection,late 20s,Male,chemical engineering,Five-year degree,between 3 and 5,Defence,BM interview,Not available,ITALY,Liguria,Yes
In selection,early 40s,Male,Automotive Engineering,Five-year degree,between 5 and 7,Automotive,HR interview,34-36 K,ITALY,Lazio,Yes
First contact,early 30s,Male,industrial engineering,Three-year degree,between 1 and 3,Automotive,Not Specified,Not available,ITALY,Sicily,Yes
In selection,more than 45 years,Male,Telecommunications Engineering,Five-year degree,more than 10,Aeronautics,Candidate notification,Not Given,ITALY,Tuscany,Yes
In selection,late 20s,Male,Automotive Engineering,Five-year degree,between 0 and 1,Machining - Heavy Industry,Sending SC to customer,Not available,ITALY,Emilia Romagna,Yes
First contact,less than 20 years,Male,Biomedical Engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Emilia Romagna,Yes
In selection,less than 20 years,Male,Automation/Mechatronics Engineering,Three-year degree,none,Others,HR interview,Not available,ITALY,Campania,Yes
In selection,late 20s,Female,Other,High school graduation,between 3 and 5,Others,HR interview,Not available,ITALY,Puglia,Yes
First contact,less than 20 years,Male,Mechanical engineering,Five-year degree,none,Others,Not Specified,Not available,ITALY,Lazio,Yes
First contact,early 30s,Male,Mechanical engineering,Five-year degree,between 3 and 5,Automotive,Contact note,Not available,ITALY,Emilia Romagna,Yes
In selection,less than 20 years,Female,Other scientific subjects,High school graduation,more than 10,Space,BM interview,34-36 K,ITALY,Abruzzo,Yes
In selection,late 20s,Male,Automation/Mechatronics Engineering,Five-year degree,between 0 and 1,Consulting,Commercial note,Not available,ITALY,Calabria,Yes
First contact,late 20s,Male,computer engineering,Five-year degree,none,Defence,Contact note,Not available,ITALY,Lombardy,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,between 3 and 5,Automotive,Candidate notification,Not available,ITALY,Campania,Yes
First contact,late 20s,Male,computer engineering,Five-year degree,none,Defence,Contact note,Not available,ITALY,Lombardy,Yes
First contact,early 20s,Female,computer engineering,Five-year degree,none,Defence,Contact note,Not available,ITALY,Lombardy,Yes
First contact,late 20s,Male,computer engineering,Five-year degree,none,Defence,Contact note,Not available,ITALY,Lombardy,Yes
In selection,late 20s,Male,Mechanical engineering,Five-year degree,between 0 and 1,Automotive,Technical interview,28-30 K,ITALY,Puglia,Yes
First contact,early 20s,Male,computer engineering,Five-year degree,none,Aeronautics,Not Specified,Not available,ITALY,Lombardy,Yes
First contact,early 20s,Male,computer engineering,Five-year degree,none,Aeronautics,Research association,Not available,ITALY,Lombardy,Yes
In selection,late 30s,Female,electronic Engineering,Doctorate,more than 10,Automotive,BM interview,Not available,ITALY,Lazio,Yes
First contact,early 20s,Male,computer engineering,Five-year degree,none,Defence,Contact note,Not available,ITALY,Lombardy,Yes
First contact,less than 20 years,Male,Mechanical engineering,Five-year degree,between 0 and 1,Machining - Heavy Industry,Contact note,28-30 K,ITALY,Calabria,Yes
In selection,late 20s,Male,Economic - Statistics,Five-year degree,between 3 and 5,Others,HR interview,28-30 K,ITALY,Piedmont,Yes
In selection,late 20s,Male,Mechanical engineering,Five-year degree,between 0 and 1,Machining - Heavy Industry,Contact note,Not available,ITALY,Lazio,Yes
First contact,early 20s,Male,computer engineering,Five-year degree,between 3 and 5,Automotive,Not Specified,Not available,ITALY,Piedmont,Yes
First contact,more than 45 years,Male,Statistics,Five-year degree,none,Others,Not Specified,Not available,ITALY,Tuscany,Yes
First contact,early 20s,Female,Biomedical Engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lazio,Yes
In selection,early 40s,Male,electronic Engineering,Five-year degree,none,Space,BM interview,Not available,ITALY,Puglia,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,between 0 and 1,Others,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,early 20s,Male,industrial engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lazio,Yes
First contact,early 20s,Male,Biomedical Engineering,Five-year degree,none,Others,Not Specified,Not available,ITALY,Lazio,Yes
First contact,early 20s,Male,Mechanical engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,early 20s,Female,Biomedical Engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lazio,Yes
First contact,early 20s,Male,Mechanical engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,between 7 and 10,Machining - Heavy Industry,Not Specified,Not Given,ITALY,Veneto,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Machining - Heavy Industry,Not Specified,Not Given,ITALY,Lombardy,Yes
Economic proposal,less than 20 years,Female,Informatics,High school graduation,more than 10,Others,BM interview,34-36 K,ITALY,Tuscany,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Lombardy,Yes
First contact,less than 20 years,Male,computer engineering,Five-year degree,none,Services and Information Systems,Not Specified,Not available,ITALY,Lombardy,Yes
First contact,early 20s,Male,Mechanical engineering,Five-year degree,none,Others,Not Specified,Not available,ITALY,Lombardy,Yes
First contact,early 20s,Male,Mechanical engineering,Five-year degree,between 1 and 3,Others,Contact note,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Male,chemical engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lazio,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,between 0 and 1,Machining - Heavy Industry,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,between 1 and 3,Machining - Heavy Industry,Not Specified,Not available,ITALY,Lombardy,Yes
First contact,early 20s,Male,chemical engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lazio,Yes
First contact,early 20s,Female,Automation/Mechatronics Engineering,Five-year degree,none,Others,Technical interview,Not available,ITALY,Campania,Yes
In selection,late 20s,Male,Other,Five-year degree,between 1 and 3,Automotive,Commercial note,Not available,ITALY,Veneto,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lombardy,Yes
In selection,less than 20 years,Female,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 0 and 1,Space,BM interview,Not Given,ITALY,Puglia,Yes
First contact,early 20s,Male,Mechanical engineering,Five-year degree,none,Automotive,Contact note,Not available,ITALY,Lombardy,Yes
In selection,early 30s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Others,BM interview,Not available,ITALY,Tuscany,Yes
First contact,early 20s,Male,Mechanical engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Lombardy,Yes
In selection,less than 20 years,Male,computer engineering,Five-year degree,none,Services and Information Systems,Not Specified,Not available,ITALY,Piedmont,Yes
First contact,early 20s,Male,Mechanical engineering,Five-year degree,between 0 and 1,Machining - Heavy Industry,Contact note,Not available,ITALY,Lombardy,Yes
In selection,early 20s,Male,computer engineering,Five-year degree,between 0 and 1,Services and Information Systems,BM interview,Not available,ITALY,Piedmont,Yes
In selection,late 20s,Male,Mechanical engineering,Five-year degree,between 3 and 5,Energy,Contact note,Not available,ITALY,Lombardy,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,between 1 and 3,Machining - Heavy Industry,Not Specified,Not available,ITALY,Lombardy,Yes
In selection,less than 20 years,Male,Electrical Engineering,Five-year degree,between 1 and 3,Others,Candidate notification,Not Given,ITALY,Lombardy,Yes
In selection,late 20s,Female,Mechanical engineering,Five-year degree,none,Others,Technical interview,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Female,Mechanical engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Lombardy,Yes
First contact,early 20s,Male,Mechanical engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Lombardy,Yes
First contact,early 20s,Male,Mechanical engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Lombardy,Yes
In selection,late 20s,Male,Other,Five-year degree,between 0 and 1,Others,BM interview,26-28 K,ITALY,Puglia,Yes
